ResponseId,Country,DevType,wexp_bin,salary_filtered,wexp_order,uses_ai
502,Ukraine,"Developer, back-end",1-3,,1.0,1.0
503,Netherlands,Marketing or sales professional,10-15,,4.0,1.0
504,Ukraine,"Developer, mobile",5-10,,3.0,1.0
505,France,,,,,0.0
506,Germany,"Developer, full-stack",,42962.0,,0.0
507,United Kingdom of Great Britain and Northern Ireland,Engineering manager,,,,0.0
508,Algeria,"Developer, back-end",1-3,,1.0,1.0
509,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,,,1.0
510,United Kingdom of Great Britain and Northern Ireland,Student,,,,1.0
511,United States of America,"Developer, full-stack",,170000.0,,0.0
512,Ireland,"Developer, back-end",10-15,,4.0,1.0
513,Austria,"Developer, front-end",,42962.0,,0.0
514,Bulgaria,"Developer, front-end",,,,1.0
515,United States of America,"Developer, full-stack",,,,0.0
516,United States of America,System administrator,15-20,136000.0,5.0,1.0
517,Italy,"Developer, embedded applications or devices",20-30,48333.0,6.0,1.0
518,United States of America,System administrator,,,,1.0
519,Germany,"Developer, full-stack",1-3,,1.0,0.0
520,United Kingdom of Great Britain and Northern Ireland,"Developer, desktop or enterprise applications",10-15,,4.0,1.0
521,Switzerland,"Developer, full-stack",,167125.0,,1.0
522,France,Engineering manager,20-30,53703.0,6.0,0.0
523,United States of America,"Senior Executive (C-Suite, VP, etc.)",15-20,,5.0,0.0
524,Australia,"Developer, full-stack",,,,0.0
525,Belgium,"Developer, full-stack",,46185.0,,0.0
526,Serbia,"Developer, desktop or enterprise applications",5-10,,3.0,0.0
527,France,"Developer, back-end",,,,1.0
528,Peru,"Developer, mobile",,79218.0,,1.0
529,United States of America,"Developer, full-stack",20-30,175000.0,6.0,1.0
530,United States of America,"Developer, full-stack",10-15,,4.0,0.0
531,Germany,"Developer, full-stack",15-20,85925.0,5.0,0.0
532,Italy,"Developer, desktop or enterprise applications",5-10,,3.0,0.0
533,United States of America,Engineering manager,,,,1.0
534,United States of America,"Developer, full-stack",20-30,,6.0,1.0
535,Bolivia,"Developer, full-stack",5-10,31200.0,3.0,0.0
536,Turkey,"Developer, full-stack",,,,1.0
537,United States of America,"Developer, full-stack",,,,0.0
538,Germany,Cloud infrastructure engineer,10-15,55851.0,4.0,0.0
539,United States of America,"Developer, desktop or enterprise applications",20-30,130000.0,6.0,0.0
540,United States of America,"Developer, back-end",1-3,,1.0,1.0
541,France,,10-15,90221.0,4.0,0.0
542,Egypt,Student,,,,1.0
543,Morocco,"Developer, full-stack",<1,3618.0,0.0,1.0
544,United States of America,Research & Development role,15-20,150000.0,5.0,1.0
545,United States of America,Student,,,,1.0
546,United States of America,"Developer, back-end",15-20,,5.0,0.0
547,India,Academic researcher,,,,0.0
548,India,"Developer, back-end",1-3,,1.0,1.0
549,India,"Developer, full-stack",3-5,13160.0,2.0,1.0
550,United States of America,Other (please specify):,5-10,160000.0,3.0,0.0
551,Serbia,"Developer, embedded applications or devices",3-5,,2.0,0.0
552,Turkey,"Developer, back-end",10-15,,4.0,1.0
553,Luxembourg,"Developer, back-end",,118147.0,,1.0
554,Georgia,"Developer, back-end",15-20,50340.0,5.0,0.0
555,United States of America,"Developer, embedded applications or devices",,,,1.0
556,Germany,"Developer, embedded applications or devices",,,,1.0
557,Greece,"Developer, front-end",,,,1.0
558,Ukraine,DevOps specialist,,,,1.0
559,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,,,0.0
560,United Kingdom of Great Britain and Northern Ireland,Academic researcher,3-5,49681.0,2.0,0.0
561,United States of America,"Developer, desktop or enterprise applications",5-10,100000.0,3.0,1.0
562,Ireland,Student,,,,1.0
563,United Kingdom of Great Britain and Northern Ireland,Student,,,,0.0
564,Germany,"Developer, full-stack",10-15,,4.0,0.0
565,Saudi Arabia,Other (please specify):,20-30,16532.0,6.0,0.0
566,United States of America,"Developer, full-stack",,100000.0,,1.0
567,United States of America,"Developer, full-stack",20-30,,6.0,0.0
568,Ukraine,"Developer, back-end",,,,1.0
569,United States of America,"Developer, back-end",10-15,,4.0,1.0
570,Brazil,"Developer, full-stack",10-15,10630.0,4.0,1.0
571,United States of America,"Developer, full-stack",20-30,,6.0,1.0
572,Canada,"Developer, full-stack",,,,1.0
573,United States of America,"Developer, full-stack",30+,140000.0,7.0,1.0
574,United States of America,Security professional,,,,0.0
575,Brazil,"Developer, mobile",,,,1.0
576,United States of America,"Developer, full-stack",20-30,180000.0,6.0,0.0
577,Germany,"Developer, full-stack",,42962.0,,0.0
578,Russian Federation,"Developer, mobile",10-15,,4.0,1.0
579,United Kingdom of Great Britain and Northern Ireland,"Developer, desktop or enterprise applications",10-15,75159.0,4.0,0.0
580,United States of America,"Developer, back-end",20-30,150000.0,6.0,0.0
581,Turkey,"Developer, full-stack",10-15,,4.0,1.0
582,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",5-10,104458.0,3.0,1.0
583,United States of America,Scientist,,,,0.0
584,Ukraine,,,65000.0,,1.0
585,Bangladesh,"Developer, full-stack",10-15,,4.0,0.0
586,United States of America,Data scientist or machine learning specialist,15-20,100000.0,5.0,1.0
587,Ireland,"Developer, full-stack",5-10,47259.0,3.0,0.0
588,United States of America,"Developer, back-end",30+,150000.0,7.0,1.0
589,United States of America,System administrator,,,,1.0
590,United States of America,"Developer, full-stack",,150000.0,,0.0
591,India,"Developer, back-end",,,,0.0
592,Germany,"Developer, full-stack",5-10,96666.0,3.0,1.0
593,United States of America,"Developer, full-stack",10-15,150000.0,4.0,0.0
594,United States of America,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
595,United States of America,"Developer, back-end",5-10,,3.0,1.0
596,Ukraine,"Developer, front-end",5-10,,3.0,0.0
597,United Kingdom of Great Britain and Northern Ireland,Other (please specify):,30+,152865.0,7.0,0.0
598,India,Student,,,,1.0
599,Romania,Data scientist or machine learning specialist,,,,1.0
600,United States of America,"Developer, full-stack",,,,1.0
601,Algeria,"Developer, full-stack",1-3,,1.0,1.0
602,Italy,"Developer, back-end",30+,29000.0,7.0,0.0
603,Ukraine,"Developer, back-end",,,,0.0
604,United Kingdom of Great Britain and Northern Ireland,Other (please specify):,10-15,67516.0,4.0,1.0
605,Italy,"Developer, desktop or enterprise applications",,64444.0,,0.0
606,Montenegro,Academic researcher,,,,1.0
607,United States of America,"Developer, back-end",20-30,185000.0,6.0,1.0
608,Switzerland,Other (please specify):,,88019.0,,1.0
609,United States of America,Security professional,,55000.0,,1.0
610,Canada,"Developer, full-stack",,,,1.0
611,Spain,DevOps specialist,,85925.0,,0.0
612,Netherlands,Educator,,,,1.0
613,Spain,Engineering manager,10-15,91295.0,4.0,0.0
614,India,"Developer, full-stack",1-3,5982.0,1.0,1.0
615,United States of America,Student,,,,0.0
616,France,"Developer, QA or test",10-15,67666.0,4.0,1.0
617,Italy,Other (please specify):,10-15,178343.0,4.0,0.0
618,France,,5-10,63370.0,3.0,1.0
619,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",10-15,85350.0,4.0,0.0
620,Italy,"Developer, mobile",,,,1.0
621,United States of America,"Developer, back-end",3-5,120000.0,2.0,0.0
622,United States of America,Designer,,,,0.0
623,Germany,"Developer, full-stack",,97740.0,,1.0
624,Sweden,System administrator,,,,0.0
625,United States of America,,5-10,205000.0,3.0,1.0
626,Germany,Student,,,,1.0
627,United Kingdom of Great Britain and Northern Ireland,System administrator,,,,0.0
628,Poland,"Developer, full-stack",,,,1.0
629,Cyprus,"Developer, front-end",10-15,93980.0,4.0,1.0
630,Paraguay,"Developer, full-stack",10-15,100000.0,4.0,1.0
631,United States of America,Academic researcher,5-10,,3.0,1.0
632,Switzerland,"Developer, full-stack",5-10,128129.0,3.0,1.0
633,France,"Developer, back-end",10-15,44037.0,4.0,0.0
634,United States of America,"Developer, full-stack",,101000.0,,1.0
635,India,Student,,,,1.0
636,Germany,Student,,,,0.0
637,United States of America,Developer Experience,20-30,,6.0,1.0
638,United States of America,Data or business analyst,,,,1.0
639,India,Academic researcher,,,,0.0
640,Hungary,Other (please specify):,,,,1.0
641,Ireland,"Developer, full-stack",30+,161109.0,7.0,1.0
642,Germany,"Developer, full-stack",10-15,89147.0,4.0,0.0
643,United States of America,"Developer, back-end",,,,1.0
644,Albania,Student,,,,1.0
645,United States of America,"Developer, full-stack",20-30,,6.0,1.0
646,Croatia,"Developer, full-stack",20-30,,6.0,0.0
647,Bulgaria,"Developer, full-stack",20-30,,6.0,1.0
648,"Iran, Islamic Republic of...","Developer, desktop or enterprise applications",,,,0.0
649,Sweden,"Developer, embedded applications or devices",,,,0.0
650,Lithuania,"Developer, full-stack",10-15,90221.0,4.0,1.0
651,Italy,"Developer, back-end",,86999.0,,0.0
652,Russian Federation,Database administrator,10-15,,4.0,0.0
653,United States of America,"Developer, full-stack",15-20,190000.0,5.0,1.0
654,Kazakhstan,"Developer, full-stack",,,,0.0
655,United Kingdom of Great Britain and Northern Ireland,"Developer, desktop or enterprise applications",1-3,31847.0,1.0,1.0
656,Italy,"Developer, desktop or enterprise applications",,37592.0,,0.0
657,Netherlands,"Developer, full-stack",30+,53703.0,7.0,0.0
658,United States of America,"Developer, full-stack",15-20,,5.0,1.0
659,Netherlands,"Developer, full-stack",,150369.0,,1.0
660,Germany,"Developer, full-stack",,10955.0,,0.0
661,Slovenia,"Developer, back-end",5-10,53703.0,3.0,1.0
662,France,"Developer, back-end",,,,1.0
663,Romania,"Developer, full-stack",20-30,161109.0,6.0,1.0
664,Spain,"Developer, full-stack",20-30,32222.0,6.0,1.0
665,"Iran, Islamic Republic of...","Developer, full-stack",10-15,,4.0,1.0
666,India,Engineering manager,10-15,47854.0,4.0,1.0
667,India,Student,,,,1.0
668,United States of America,"Developer, full-stack",,,,1.0
669,Czech Republic,"Developer, full-stack",,,,0.0
670,United States of America,"Developer, full-stack",5-10,118000.0,3.0,0.0
671,United States of America,Research & Development role,30+,150000.0,7.0,0.0
672,United States of America,"Developer, full-stack",3-5,87250.0,2.0,1.0
673,Taiwan,Hardware Engineer,,,,0.0
674,Germany,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
675,United States of America,"Developer, full-stack",20-30,,6.0,1.0
676,Germany,"Developer, full-stack",5-10,55851.0,3.0,1.0
677,United States of America,"Developer, full-stack",,,,0.0
678,Spain,"Developer, full-stack",30+,42962.0,7.0,1.0
679,Singapore,"Senior Executive (C-Suite, VP, etc.)",,,,0.0
680,Netherlands,"Developer, desktop or enterprise applications",,56925.0,,0.0
681,Ukraine,"Developer, full-stack",,,,1.0
682,Germany,"Developer, full-stack",5-10,91295.0,3.0,1.0
683,Russian Federation,"Developer, desktop or enterprise applications",20-30,56022.0,6.0,0.0
684,Germany,"Developer, desktop or enterprise applications",,,,1.0
685,United Kingdom of Great Britain and Northern Ireland,Marketing or sales professional,,,,0.0
686,United States of America,"Developer, full-stack",10-15,124000.0,4.0,1.0
687,India,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
688,Brazil,"Developer, full-stack",3-5,10070.0,2.0,1.0
689,Turkey,"Developer, back-end",,,,1.0
690,Italy,"Developer, back-end",10-15,91295.0,4.0,1.0
691,United States of America,Cloud infrastructure engineer,30+,120000.0,7.0,0.0
692,France,"Developer, full-stack",1-3,44037.0,1.0,1.0
693,Pakistan,DevOps specialist,,85925.0,,1.0
694,Switzerland,Data scientist or machine learning specialist,3-5,,2.0,1.0
695,Netherlands,"Developer, full-stack",30+,6230.0,7.0,1.0
696,India,"Developer, back-end",10-15,43068.0,4.0,1.0
697,Ukraine,"Developer, back-end",,4937.0,,1.0
698,India,"Developer, back-end",1-3,,1.0,1.0
699,Ukraine,"Developer, back-end",,,,1.0
700,Germany,"Developer, back-end",15-20,139628.0,5.0,1.0
701,Canada,Cloud infrastructure engineer,5-10,181732.0,3.0,1.0
702,Spain,"Developer, desktop or enterprise applications",,,,1.0
703,United States of America,"Developer, desktop or enterprise applications",,205000.0,,0.0
704,United States of America,"Developer, full-stack",20-30,,6.0,1.0
705,Jordan,"Developer, mobile",,,,1.0
706,United States of America,"Developer, full-stack",,,,0.0
707,"Venezuela, Bolivarian Republic of...","Developer, full-stack",,12000.0,,0.0
708,Japan,Research & Development role,10-15,50915.0,4.0,0.0
709,United States of America,"Developer, full-stack",,,,0.0
710,France,"Developer, front-end",,69814.0,,1.0
711,United Kingdom of Great Britain and Northern Ireland,,20-30,49681.0,6.0,0.0
712,Latvia,"Senior Executive (C-Suite, VP, etc.)",10-15,32222.0,4.0,0.0
713,"Iran, Islamic Republic of...","Developer, front-end",15-20,,5.0,1.0
714,United States of America,"Developer, full-stack",5-10,,3.0,0.0
715,United States of America,"Developer, full-stack",10-15,163000.0,4.0,1.0
716,United Kingdom of Great Britain and Northern Ireland,Student,,,,0.0
717,Czech Republic,Academic researcher,,,,1.0
718,Sweden,"Developer, front-end",15-20,70584.0,5.0,1.0
719,Costa Rica,"Developer, back-end",15-20,200000.0,5.0,1.0
720,Italy,"Developer, desktop or enterprise applications",,107406.0,,0.0
721,Austria,"Developer, desktop or enterprise applications",20-30,,6.0,0.0
722,Poland,"Developer, back-end",20-30,74239.0,6.0,1.0
723,India,"Developer, full-stack",5-10,9571.0,3.0,1.0
724,India,"Developer, mobile",,,,0.0
725,France,Research & Development role,15-20,66592.0,5.0,0.0
726,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",30+,57325.0,7.0,1.0
727,Chile,Other (please specify):,10-15,,4.0,1.0
728,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",20-30,56051.0,6.0,0.0
729,Italy,"Developer, full-stack",15-20,27926.0,5.0,0.0
730,Germany,Project manager,,,,0.0
731,United States of America,"Developer, mobile",5-10,105000.0,3.0,0.0
732,Germany,Research & Development role,,,,1.0
733,Brazil,"Developer, full-stack",,49233.0,,1.0
734,Czech Republic,"Developer, full-stack",15-20,43435.0,5.0,1.0
735,Czech Republic,Other (please specify):,,,,1.0
736,Canada,Student,,,,1.0
737,India,"Developer, full-stack",3-5,,2.0,0.0
738,Ukraine,"Developer, full-stack",,48000.0,,1.0
739,United States of America,"Developer, full-stack",10-15,70000.0,4.0,0.0
740,Germany,Student,,,,0.0
741,United States of America,"Developer, desktop or enterprise applications",,150000.0,,0.0
742,United Kingdom of Great Britain and Northern Ireland,"Senior Executive (C-Suite, VP, etc.)",10-15,127388.0,4.0,1.0
743,Spain,Academic researcher,,53703.0,,1.0
744,Turkey,"Developer, mobile",,,,1.0
745,Netherlands,"Developer, back-end",,91295.0,,1.0
746,United States of America,"Developer, front-end",,,,1.0
747,Canada,Data scientist or machine learning specialist,15-20,122124.0,5.0,0.0
748,France,Other (please specify):,,,,1.0
749,Spain,,15-20,80555.0,5.0,1.0
750,Ukraine,Student,,,,1.0
751,Norway,"Developer, desktop or enterprise applications",10-15,149746.0,4.0,0.0
752,United States of America,Cloud infrastructure engineer,,,,1.0
753,Italy,"Senior Executive (C-Suite, VP, etc.)",15-20,,5.0,0.0
754,Germany,"Developer, full-stack",,137136.0,,0.0
755,United States of America,Academic researcher,,32744.0,,0.0
756,Romania,DevOps specialist,20-30,,6.0,0.0
757,Italy,System administrator,20-30,,6.0,1.0
758,United States of America,"Developer, back-end",,,,1.0
759,United States of America,Cloud infrastructure engineer,,,,0.0
760,Austria,"Developer, full-stack",10-15,80555.0,4.0,1.0
761,India,"Developer, back-end",,,,1.0
762,United States of America,"Developer, back-end",15-20,175000.0,5.0,0.0
763,United States of America,Student,,39520.0,,1.0
764,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",15-20,68535.0,5.0,0.0
765,United States of America,"Developer, embedded applications or devices",3-5,120000.0,2.0,1.0
766,United Kingdom of Great Britain and Northern Ireland,DevOps specialist,,114649.0,,0.0
767,Ukraine,"Developer, AI",,,,1.0
768,Israel,"Developer, full-stack",,,,1.0
769,United States of America,"Developer, game or graphics",10-15,80000.0,4.0,1.0
770,Poland,Blockchain,20-30,120000.0,6.0,1.0
771,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",1-3,33121.0,1.0,1.0
772,Italy,Research & Development role,20-30,,6.0,0.0
773,Ukraine,"Developer, front-end",,,,1.0
774,Germany,Student,,,,1.0
775,Portugal,"Developer, full-stack",10-15,128887.0,4.0,1.0
776,United States of America,Other (please specify):,,,,0.0
777,Finland,"Developer, full-stack",20-30,84851.0,6.0,0.0
778,United States of America,"Developer, full-stack",,,,1.0
779,Canada,"Developer, full-stack",20-30,87231.0,6.0,1.0
780,Canada,"Developer, full-stack",,93047.0,,0.0
781,Israel,"Developer, front-end",,64762.0,,1.0
782,United States of America,"Developer, back-end",10-15,163000.0,4.0,1.0
783,Germany,"Developer, desktop or enterprise applications",5-10,78621.0,3.0,1.0
784,United States of America,Developer Experience,,,,1.0
785,Jamaica,Other (please specify):,1-3,,1.0,1.0
786,Netherlands,"Developer, AI",5-10,64444.0,3.0,0.0
787,Lithuania,Engineering manager,5-10,85925.0,3.0,1.0
788,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",10-15,84076.0,4.0,1.0
789,Germany,"Developer, embedded applications or devices",15-20,83777.0,5.0,1.0
790,Ukraine,"Developer, back-end",15-20,72000.0,5.0,1.0
791,United Kingdom of Great Britain and Northern Ireland,System administrator,30+,,7.0,1.0
792,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",1-3,35032.0,1.0,0.0
